"id","state","city","district","h_name","address","pincode","contact","helpline","fax","category","website","email","blood_component","blood_group","service_time","latitude","longitude"
"2093","Tamil Nadu","Villupuram","Kallakurichi","Government Hospital","Government Head Quarters Hospital, Kachirapalayam Road","606202","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=79]79"
"2094","Tamil Nadu","Mettur","Salem","Government Hospital","Mettur","636401","04298 245400","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=78]78"
"2095","Tamil Nadu","Coonoor","The Nilgiris","Government Hospital Blood Bank","Coonoor","NA","04232 233229","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=77]77"
"2096","Tamil Nadu","Sivaganga","Karaikudi","Government Hospital","Governt Hospital, (Old )","630001","045652 20183","NA","NA","NA","NA","NA","NA","NA","NA","[=10]10","[=79]79"
"2097","Tamil Nadu","Attur","Salem","Government Hospital","NH 68, Pungavadi Puthur","636102","04282 243771","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=79]79"
"2098","Tamil Nadu","Usilampatti","Madurai","Government Head quarters Hospital","State Highway 154","625532","04552 251880","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2099","Tamil Nadu","Adukamparai","Vellore","Government Medical College Hospital","Government Vellore Medical College","632011","04162 263900","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=79]79"
"2100","Tamil Nadu","Tiruchengodu","Namakkal","Government Hospital","Tiruchengodu","637301","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2101","Tamil Nadu","Ambur","Vellore","Government Hospital","Government Hospital, Nethaji Road","635802","04174 242636","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=79]79"
"2102","Tamil Nadu","Dharapuram","Tiruppur","Government Hospital","Government Hospital, Park Road, Near Taluk Office","638656","04258 220226","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=78]78"
"2103","Tamil Nadu","Coimbatore","Coimbatore","Government Hospital","Government Hospital, Ooty main Road","641301","04254 272275","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=77]77"
"2104","Tamil Nadu","Hosur","Krishnagiri","Government Hospital","Government Hospital, Denkanikottai Road","635109","04344 222634","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=78]78"
"2105","Tamil Nadu","Madurantakam","Kanchipuram","Government Hospital","Hospital Road","603306","04115 252441","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=80]80"
"2106","Tamil Nadu","Sankarankovil","Tirunelveli","Government Hospital","SH 41","627756","04636 222399","NA","NA","NA","NA","NA","NA","NA","NA","[=9]9","[=78]78"
"2107","Tamil Nadu","Mayiladuthurai","Nagapattinam","Government Hospital","Government Periar Hospital,MainRoad","609001","04364 223451","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=80]80"
"2108","Tamil Nadu","Rasipuram","Namakkal","Government Hospital","Government hospital","637408","04287 222878","NA","NA","NA","NA","NA","NA","NA","NA","[=11]11","[=78]78"
"2109","Tamil Nadu","Tiruvallur","Tiruvallur","Government Head Quarters Hospital","Tiruvallur","NA","044 276648, 044 276649","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2110","Tamil Nadu","Pudukkottai","Pudukkottai","Government Hospital","The Medical Officer, Taluk Government Hospital","616614","04371 270544","NA","NA","NA","NA","NA","NA","NA","NA","[=10]10","[=79]79"
"2111","Tamil Nadu","Ulundupettai","Villupuram","Government Hospital","Government Hospital","606107","04149 222222","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=79]79"
"2112","Tamil Nadu","Ambasamudram","Tirunelveli","Government Hospital","Thirthapathi Goverment Hospital","627401","04634 253480","NA","NA","NA","NA","NA","NA","NA","NA","[=9]9","[=77]77"
"2113","Tamil Nadu","Tirupattur","Vellore","Government Hospital","Railway Station Road, Achamangalam","635601","NA","NA","NA","NA","NA","NA","NA","NA","NA","[=12]12","[=79]79"
"2114","Tamil Nadu","Trichy","Tiruchirappalli","Government Headquarters Hospital","Government Head QUarters Hospital, Viralimalai Road","621306","0432 260760","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2115","Tamil Nadu","Vellore","Vellore","Government Hospital","Government Hospital, Gandhi Road","631001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2116","Tamil Nadu","Theni","Theni","Government Theni Medical College Hospital","Government Theni Medical College, Kanavilaku, Madurai Road","625512","04546 294053","NA","NA","NA","NA","NA","NA","NA","NA","[=10]10","[=78]78"
"2117","Tamil Nadu","Kanchipuram","Kanchipuram","Government Headquarters Hospital","Hospital Rd, Ennaikaran","631501","0417 232538","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=80]80"
"2118","Tamil Nadu","Guindy","Chennai","University Tamil Nadu DrMGRMedical University","69, Anna Salai","600032","0442 2301871","NA","NA","NA","NA","NA","NA","NA","NA","[=13]13","[=80]80"
"2119","Tamil Nadu","Gudalur","The Nilgiris","Government Taluk Hospital","Gudalur","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2120","Tamil Nadu","Coimbatore","Coimbatore","Coimbatore Medical College Hospital","Coimbatore","641018","0422 2300871","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2121","Tamil Nadu","Chennai","Kanchipuram","Government Head Quarters Hospital","Kanchipuram","NA","044 27222307, 044 272223308","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2122","Tamil Nadu","Sivaganga","Sivaganga","Government Medical College Hospital","Sivaganga","630561","04575 246356","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2123","Tamil Nadu","Salem","Salem","Salem Steel Authority of India Salem Steel Plant","Mohan Nagar","636013","0427 2388263","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2124","Tamil Nadu","Tiruchy","Tiruchirappalli","Southern Railway Hospital","Gold Rock","620002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2125","Tamil Nadu","Cuddalore","Cuddalore","Neyveli Lignite Corporation","Neyveli","607803","04142 2522784","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2126","Tamil Nadu","Chennai","Chennai","The Medical Director Southern Railway Head quarters Hospital","Ayanavaram","600023","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2127","Tamil Nadu","Tirchy","Tiruchirappalli","Bharath Heavy Electricals Ltd","Bharath Heavy Electricals Ltd.","620014","0431 553421, 0431553348","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2128","Tamil Nadu","Erode","Erode","IRT Perunthurai Medical College Hospital","Perunthurai Sanatorium","638053","04294 220910","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2129","Tamil Nadu","Chennai","Chennai","Chennai Port Trust Hospital","No.10 Spring Heaven Road","600001","044 25362201","12777","NA","NA","http://www.chennaiport.gov.in/","NA","NA","NA","NA","NA","NA"
"2130","Tamil Nadu","Chennai","Kanchipuram","Military Hospital StThomas Mount","Defence colony","600016","044 25316500","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2131","Tamil Nadu","Wellington","Nilgiris","Military Hospital","Wellington","643231","0423 2200154","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2132","Tamil Nadu","Chennai","Chennai","ESI Hospital","Ayanavaram","600023","044 26449284","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2133","Tamil Nadu","Varadharajapuram","Coimbatore","ESI Hospital","ESI Hospital, Kamarajar Road, Varadharajapuram(p.o)","641015","0422 2574391","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2134","Tamil Nadu","Chennai","Chennai","The Director ESIC Hospital","K.K. Nagar","600078","044 24893714","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2135","Tamil Nadu","NA","NA","Lifecell International Private Limited","S.No.26, Vandalur, Kelambakkam Main Road, Keelakottaiyur","600048","044 47445353","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2136","Tamil Nadu","Namakkal","Namakkal","Bharath Clinical Laboratory and Blood Bank","No. 13, Trichy Main Road","637001","04286 223305","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2137","Tamil Nadu","Egmore","Chennai","Indian Red Cross SocietyAnd Research Foundation","Indian Red Cross Society, No 50 Montieth Road","600008","044 28554425, 04428554548","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2138","Tamil Nadu","Egmore","Chennai","Erode Blood Bank and Clinical Laboratory","No. 54, Patel Road","638001","04242 253163","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2139","Tamil Nadu","Salem","Salem","Sri Gokulam Hospital","No. 3/60, Mayanur Road","636004","0427 2448171, 0427 2448176","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2140","Tamil Nadu","Trichy","Tiruchirappalli","KMC Speciality Hospitals","No. 6 Royal Road","620001","0431 4077777","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2141","Tamil Nadu","Coimbatore","Coimbatore","Sheela Hospitals","No. 46 Power House Road","641012","0422 4334500","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2142","Tamil Nadu","Egmore","Chennai","Indian Red Cross Society","Tamil Nadu Branch, No, 50 Montieth Road","8","044 28554425, 044 28594888,","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2143","Tamil Nadu","Rajapalayam","Virudhunagar","Sai Blood Bank and Clinical Laboratory","No, 114 Chidambaranar St, Sankaran Koil Road","NA","04563 230516, 04563 221516","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2144","Tamil Nadu","Madurai","Madurai","Satyam Blood Bank","No. 21C Old Kuyavar Palayam Road","625009","0452 2330327","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2145","Tamil Nadu","NA","NA","Rotary Central TTK Voluntary Health Services (Dr Raganathan Memorial Blood Bank","Adyar","600113","044 22541692","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2146","Tamil Nadu","Nagarcoil","Kanyakumari","The Salvation Army Catherine Booth Hospital","Nagarcoil","629001","04652 275516, 04652 275517","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2147","Tamil Nadu","Salem","Salem","Minu Lab and Blood Bank","7.A/4, Ramakrishna Road, (Rajaji Road)","636007","0427 2318881","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2148","Tamil Nadu","Virudhunagar","Virudhunagar","Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust","No, 38 North Car Street","626001","243060","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2149","Tamil Nadu","Salem","Salem","Sithi Vinayagar Blood Bank","No, 1C Vidhyalaya Road","636007","0427 2312571","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2150","Tamil Nadu","Coimbatore","Coimbatore","K Govindasamy Naidu Memorial Trust KG Hospital","KG. Hospital, Arts College Road","641018","0422 22121210422 2212129","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2151","Tamil Nadu","Coimbatore","Coimbatore","G Kuppusamy Naidu Memorial Hospital","Pappanaicken Palayam","641037","0422 4305336","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2152","Tamil Nadu","Madurai","Madurai","Meenakshi Mission Hospital and Research Centre","Lake Area Melur Road","625107","0452 2588741","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2153","Tamil Nadu","Coimbatore","Coimbatore","PSG Hospital","Avinashi Road","641004","0422 2570170","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2154","Tamil Nadu","Chennai","Chennai","Apollo Hospital Enterprises Ltd","No, 21 Greams Road","600006","044 28294870","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2155","Tamil Nadu","NA","NA","Moses Blood Bank","No, 24 Teppakulam St Tuticorin","628001","04612 321762","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2156","Tamil Nadu","Coimbatore","Coimbatore","Government HospitalPollachi","Government Hospital, Udumalpet Road","642001","04259 229322","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2157","Tamil Nadu","Chennai","Chennai","Jeevan Blood Bank and Research Centre","No.18, Besant Road, Royapettah","600014","0435 20220","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2158","Tamil Nadu","NA","NA","Sri Kaali Blood Bank","No. 32 Thirnagar Thanjavur","9","0435 2426037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2159","Tamil Nadu","NA","NA","AV Rajan Blood Transfusion ServicesClinical and Research Laboratories","No. 20/6-75 PWD Road Rajappa Campus, Chettikulam Nagercoil","629012","0465 2402089","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2160","Tamil Nadu","Chidambaram","Cuddalore","Rajah Muthiah Medical College and Hospital","Annamalai Nagar","608202","04144 238147","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2161","Tamil Nadu","Virudhunagar","Virudhunagar","Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust","No, 38 North Car Street","626001","243060","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2162","Tamil Nadu","Salem","Salem","Sithi Vinayagar Blood Bank","No, 1C Vidhyalaya Road","636007","0427231257704272316440","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2163","Tamil Nadu","Coimbatore","Coimbatore","K Govindasamy Naidu Memorial Trust KG Hospital","Arts College Road","641018","0422 22121210422 2212129","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2164","Tamil Nadu","Coimbatore","Coimbatore","G Kuppusamy Naidu Memorial Hospital","Pappanaicken Palayam","641037","0422 4305336","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2165","Tamil Nadu","Madurai","Madurai","Meenakshi Mission Hospital and Research Centre","Lake Area Melur Road","625107","04524 263014","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2166","Tamil Nadu","Coimbatore","Coimbatore","PSG Hospital","Avinashi Road","641004","0422 2570170","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2167","Tamil Nadu","Chennai","Chennai","Apollo Hospital Enterprises Ltd","No, 21 Greams Road","600006","044 28293333, 044 28290200","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2168","Tamil Nadu","Coimbatore","Coimbatore","Pollachi Blood Bank Services","No, 6 Kanitha methai Ramaujam St Venkatesa Colony Pollachi","642001","04259 223414","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2169","Tamil Nadu","Chennai","Chennai","Jeevan Blood Bank and Research Centre","No.18, Besant Road, Royapettah","600014","043520220,0435 04246","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2170","Tamil Nadu","Thanjavur","Thanjavur","Sri Kaali Blood Bank","No. 32 Thirnagar","9","0435 2426037","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2171","Tamil Nadu","Kanyakumari","Kanyakumari","AV Rajan Blood Transfusion ServicesClinical and Research Laboratories","No. 20/6-75 PWD Road Rajappa Campus, Chettikulam Nagercoil","629012","0465 2402089","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2172","Tamil Nadu","Chidambaram","Cuddalore","Rajah Muthiah Medical College and Hospital","Annamalai Nagar","608202","04144 238147","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2173","Tamil Nadu","Chennai","Chennai","M/S A A LabServices","No 12 5th St Lake Area Nungambakkam","600034","044 28170930","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2174","Tamil Nadu","Theni","Theni","Vikram Clinical Blood Bank","No. 409 Periakulam Road","626531","0452 322282","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2175","Tamil Nadu","Chennai","Chennai","Sri Venkateswara Blood Bank","No. 147, M.S. Koil Street Royapuram","600013","044 25960226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2176","Tamil Nadu","Madurai","Madurai","Annai Abirami Blood Bank","No. 171/1(158) South Masi St.","625001","0452 2339750","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2177","Tamil Nadu","Thanjavur","Thanjavur","Ambigai Blood Bank","No, 1877/1 West Main Road","613009","04362 239032,04362 32525","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2178","Tamil Nadu","Trichy","Tiruchirappalli","Blood Bank of Bharath","No, 15A Rishi Complex II Floor Main Road Thillainagar","18","276099527,60,226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2179","Tamil Nadu","Vellore","Vellore","CMC Hospital","IDA Seudar Road","632004","04162 222102","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2180","Tamil Nadu","Chennai","Chennai","Apollo Speciality Hospital","4th Floor, Geo Tower, Old No.319, New No.465, Anna Salai, Nandanam","35","044 24347288, 044 24331741, 044 24336119","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2181","Tamil Nadu","Chennai","Chennai","CSI Rainy Hospital","No. 45A G.A. Raod","600021","044 40505050","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2182","Tamil Nadu","Trichy","Tiruchirappalli","Church of South India Mission General Hospital","Woriyar","620003","0431 2760672, 0431 2761927","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2183","Tamil Nadu","Nagercoil","Kanyakumari","Kanya Blood Bank","No. 173 A/1 K.P. Road Ramavarmapuram","629001","0465 2279850, 0465 2273951","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2184","Tamil Nadu","NA","NA","Tuticorin Blood Bank","No. 218 North Car St Tuticorin","628002","04614 200666","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2185","Tamil Nadu","Coimbatore","Coimbatore","Kovai Medical Centre and Hospital Blood Bank","Avanishi Road Civil Aerodrum","641014","0422 4323800","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2186","Tamil Nadu","Chennai","Chennai","Madras Medical Mission(Institute of Cardio Vascular Diseses)","No. 4 Dr.Jayalalitha Nagar, Mogapair","50","044 26561801","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2187","Tamil Nadu","Coimbatore","Coimbatore","Ramakrishna Hospital","No. 395 Sarojini Naidu Road","641044","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2188","Tamil Nadu","Tiruvarur","Tiruvarur","Sri Venkateswara Hospital","No.16, Kamalayam West Bank","NA","04366 242866, 04366 243143","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2189","Tamil Nadu","Dindigul","Dindigul","St Joseph Hospital","Trichy Road","7","04512 421130, 04512 426091, 04512 430399","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2190","Tamil Nadu","Chennai","Chennai","Kanchi Kamakoti Child Trust Hospital","No. 12A Nageswararao Road, Nungambakkam","600034","044 42001800","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2191","Tamil Nadu","Cuddalore","Cuddalore","Blood Donor Association","No. 17A, Hospital Road","607001","04142 231711, 04142 231715","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2192","Tamil Nadu","Kumbakonam","Thanjavur","Sri Kaali Blood Bank","No. 165A Gandhi Adigal Salai","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2193","Tamil Nadu","NA","NA","Cancer Institute","(M/S Cancer Institute , (WIA) , Adyar","20","24910754, 24911526","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2194","Tamil Nadu","NA","NA","Kanyakumari Medical Mission CSI Hospital","CSI Hospital , Neyoor","629812","04651 222222","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2195","Tamil Nadu","Tirunelveli","Tirunelveli","Bethel Blood Bank","No. 17 Thiruchendur Road Palayamkottai","627002","0462 2574775, 0462 2585258, 0462 2575258","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2196","Tamil Nadu","Nagercoil","Kanyakumari","Vivek Blood Bank","No. 253 Rll K.P. Road","629003","04652 230108,04652 234408","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2197","Tamil Nadu","Madurai","Madurai","Vignesh Blood Bank","No. 101 Sivaganga Road","625020","04522 582562","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2198","Tamil Nadu","Coimbatore","Coimbatore","The Coimbatore Bio Medical Services","No.190A Bashya Garu Road East, R.S. Puram","NA","0422 2552297","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2199","Tamil Nadu","Karur","Karur","Karur Blood Bank","No. 196/29 Kamarajapuram","639002","0432 4236177,0432 4236188","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2200","Tamil Nadu","Dindigul","Dindigul","Christian Fellowship Community Health Centre","Shanthipuram Ambilikari","624612","04553 240226","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2201","Tamil Nadu","Chennai","Chennai","Vijaya Hospital","No.180, N.S.K. Salai Vadapalani","600026","044 24881392, 044 24842931","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2202","Tamil Nadu","Nagercoil","Kanyakumari","Dr Jayasekaran Medical Trust and Nursing Home","Np. 253 G.K.P. Road","629003","04652 230019, 0465 230020, 0465 230021","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2203","Tamil Nadu","Madurai","Madurai","Thai Moogambigai Blood Bank andClinical Laboratory","No. 3 Ground Floor (Northern Side) Javahar Cross St Gandhi Nagar","20","0452 2535685","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2204","Tamil Nadu","Trichy","Tiruchirappalli","Friends Blood Bank","No. 7C Williams Road Contonment","1","0431 2460646","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2205","Tamil Nadu","Madurai","Madurai","The Apollo Speciality Hospital","No.14 Deputy Collectors Colony Lake View Road K.K. Nagar","625020","0452 2581147","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2206","Tamil Nadu","Chennai","Chennai","MIOT Hospital","No. 4/112 Mount Poonamelle Road Manapakkam","89","044 22492288, 044 42002288","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2207","Tamil Nadu","Chennai","Chennai","Hindu Mission Hospital","No. 36 G.S.T Road, Tambaram West","600045","044 22262244","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2208","Tamil Nadu","Salem","Salem","Vinayaga Mission Kirubananda Variar MedicalCollege Hospital Blood Bank","Chinna Seeragapadi","636308","0427 3982000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2209","Tamil Nadu","Salem","Salem","S Palaniyandi Mudaliar Memorial Hospital Blood Bank","No. 29 Cuddalore Road Ammepet","636003","0427 2242431","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2210","Tamil Nadu","Chennai","Chennai","Dhanvandri Blood Bank and Research Centre of Sreemahalakshmi Charitable Health Trust","F/1 52A South West Boag Road T.Nagar","17","044 24310660,044 24310610","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2211","Tamil Nadu","Dindigul","Dindigul","Kasturba Hospital","Gandhigram","624302","04510 2452328","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2212","Tamil Nadu","NA","NA","Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research","A unit of Adiparasuthi Charitable Medical Eductional Cultural Trust Melmaruvathur","603319","044 27528302,044 27528303,044 27528304","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2213","Tamil Nadu","Dindigul","Dindigul","Leonard Hospital","Batlagundu","NA","04543 262670","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2214","Tamil Nadu","Chennai","Chennai","Lions Blood Bank andResearch Centre","Doctors Plaza No. 5A/1 V.O.C. Street Opp to Shanmugan Road, West Tambram","600045","044 2261474","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2215","Tamil Nadu","Coimbatore","Coimbatore","Ramana Gounder Medical Trust Blood Bank","Mettupalayam Road, S.F.No.47 and 48 Thudaiyalur","34","0422 2642488, 0422 2642435","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2216","Tamil Nadu","Thanjavur","Thanjavur","Lakshminarayana Blood Bank","No. 190 ,11thcross Arulananda Ammal Nagar","613007","04362 255485, 04362 55403, 04362 653385,","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2217","Tamil Nadu","Erode","Erode","Kongu Blood Bank","TS No. 51/1E Ist floor, Perundurai Road","11","044 4316000, 044 2494303","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2218","Tamil Nadu","Dharmapuri","Dharmapuri","Ashok Blood Bank and Clinical Laboratory","No. 63A Sengodipuram Road IInd Floor","636702","0434 2260627","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2219","Tamil Nadu","Trichy","Tiruchirappalli","Victory Blood Bank","No. 95 Salai Road Woriyur","3","0431 2768588","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2220","Tamil Nadu","Erode","Erode","Sri Ram Blood Bank","No. 29 N.S. Complex Near Hospital Road Gobichettipalayam","NA","04285 222596","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2221","Tamil Nadu","Nagercoil","Kanyakumari","Thangam Blood Bank (Run by Thangam Chartiable Community Health Trust) William Hospital","Krishnan Koil","629003","0465 2277955","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2222","Tamil Nadu","Coimbatore","Coimbatore","Ganga Hospital Blood Bank","No. 109 11tn Street Tatabad","641012","0422 4250000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2223","Tamil Nadu","Tiruppur","Tiruppur","DSK Medic (P) Ltd","No. 19 Kathir Nagar Kankeyam Main Road","641604","0421 2422434","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2224","Tamil Nadu","Erode","Erode","Lotus Blood Bank","(Lotus Apollo Hospital) Poonthurai Main Road","2","04242 282828","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2225","Tamil Nadu","NA","NA","Shifa Hospitals","No. 82 Kailasapuram middle Street IIIrd Floor","627001","0462 2323041","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2226","Tamil Nadu","NA","NA","Udumalpet Indian Medical Association Rotary Blood Bank","UKP-IMA Building, K.P.N. Nagar Gandhinagar Post, Udumalpet","642154","04252 226458","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2227","Tamil Nadu","NA","NA","AVM Hospital Blood Bank","AVM Marimuthy Nadar Trust AVM associates Pvt Ltd No. 135 alayamkottai Road,Tuticorin","3","04651 2325461","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2228","Tamil Nadu","NA","NA","Meenakshi Medical College Hospital and Research Institute","Pettai Enathur Post Kanchipuram","631552","044 27264096, 044 27261339","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2229","Tamil Nadu","Vellore","Vellore","W/BRO V Surendranath Reddy Memorial Trust (Masonic Blood Bank","No. 5/2 New Katpadi Road, opp to Hotal Riverview","632004","0416 2220717, 04162223024","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2230","Tamil Nadu","Madurai","Madurai","Madhura Blood Bank","51 A,Harvey Nagar Main Road,Arasaradi","625011","045 24352535","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2231","Tamil Nadu","Vellore","Vellore","Bethesda Hospital Blood Bank","PB No 56 Ambur","635802","04174 242131","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
